S. No.,Reg_No,Campus,Package,Company,Branch,CTC
2638,21BEC1204,VIT - Chennai,,Infosys,BEC,3.6LPA
2639,21BEC1204,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2640,21BEC1205,VIT - Chennai,,Infosys,BEC,3.6LPA
2641,21BEC1205,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2642,21BEC1206,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2643,21BEC1212,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2644,21BEC1213,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2645,21BEC1214,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2646,21BEC1215,VIT - Chennai,,Infosys,BEC,3.6LPA
2647,21BEC1215,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2648,21BEC1216,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2649,21BEC1217,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2650,21BEC1221,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2651,21BEC1238,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2652,21BEC1243,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2653,21BEC1246,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2654,21BEC1250,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2655,21BEC1254,VIT - Chennai,,Infosys,BEC,3.6LPA
2656,21BEC1256,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2657,21BEC1258,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2658,21BEC1258,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2659,21BEC1262,VIT - Chennai,,LTIMindtree,BEC,4LPA
2660,21BEC1262,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2661,21BEC1263,VIT - Chennai,,Infosys,BEC,3.6LPA
2662,21BEC1263,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2663,21BEC1270,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2664,21BEC1271,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2665,21BEC1272,VIT - Chennai,,Infosys,BEC,3.6LPA
2666,21BEC1272,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2667,21BEC1277,VIT - Chennai,,Infosys,BEC,3.6LPA
2668,21BEC1277,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2669,21BEC1284,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2670,21BEC1284,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2671,21BEC1287,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2672,21BEC1291,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2673,21BEC1300,VIT - Chennai,,Infosys,BEC,3.6LPA
2674,21BEC1300,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2675,21BEC1307,VIT - Chennai,,Infosys,BEC,3.6LPA
2676,21BEC1308,VIT - Chennai,,Infosys,BEC,3.6LPA
2677,21BEC1308,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2678,21BEC1311,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2679,21BEC1311,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2680,21BEC1312,VIT - Chennai,,Infosys,BEC,3.6LPA
2681,21BEC1312,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2682,21BEC1315,VIT - Chennai,,Infosys,BEC,3.6LPA
2683,21BEC1320,VIT - Chennai,,Infosys,BEC,3.6LPA
2684,21BEC1320,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2685,21BEC1321,VIT - Chennai,,Infosys,BEC,3.6LPA
2686,21BEC1321,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2687,21BEC1323,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2688,21BEC1325,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2689,21BEC1325,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2690,21BEC1332,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2691,21BEC1338,VIT - Chennai,,Infosys,BEC,3.6LPA
2692,21BEC1338,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2693,21BEC1343,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2694,21BEC1355,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2695,21BEC1358,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2696,21BEC1361,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2697,21BEC1372,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2698,21BEC1375,VIT - Chennai,,Infosys,BEC,3.6LPA
2699,21BEC1384,VIT - Chennai,GenC Next Select,Cognizant,BEC,5.4LPA
2700,21BEC1410,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2701,21BEC1415,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2702,21BEC1422,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2703,21BEC1422,VIT - Chennai,,LTIMindtree,BEC,4LPA
2704,21BEC1425,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2705,21BEC1427,VIT - Chennai,,LTIMindtree,BEC,4LPA
2706,21BEC1427,VIT - Chennai,,Infosys,BEC,3.6LPA
2707,21BEC1429,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2708,21BEC1429,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2709,21BEC1431,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2710,21bec1433,VIT - Chennai,,Infosys,BEC,3.6LPA
2711,21BEC1434,VIT - Chennai,,Infosys,BEC,3.6LPA
2712,21BEC1434,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2713,21BEC1438,VIT - Chennai,,Infosys,BEC,3.6LPA
2714,21BEC1440,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2715,21BEC1440,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2716,21BEC1445,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2717,21BEC1447,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2718,21BEC1450,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2719,21BEC1455,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2720,21BEC1457,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2721,21BEC1459,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2722,21BEC1460,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2723,21BEC1473,VIT - Chennai,,Infosys,BEC,3.6LPA
2724,21BEC1473,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2725,21BEC1477,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2726,21BEC1479,VIT - Chennai,,Infosys,BEC,3.6LPA
2727,21BEC1480,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2728,21BEC1481,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2729,21BEC1484,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2730,21BEC1484,VIT - Chennai,,LTIMindtree,BEC,4LPA
2731,21BEC1484,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2732,21BEC1486,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2733,21BEC1488,VIT - Chennai,,Infosys,BEC,3.6LPA
2734,21BEC1488,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2735,21BEC1495,VIT - Chennai,,LTIMindtree,BEC,4LPA
2736,21BEC1495,VIT - Chennai,,Infosys,BEC,3.6LPA
2737,21BEC1495,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2738,21BEC1496,VIT - Chennai,,Infosys,BEC,3.6LPA
2739,21BEC1496,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2740,21BEC1497,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2741,21BEC1497,VIT - Chennai,,Infosys,BEC,3.6LPA
2742,21BEC1497,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2743,21BEC1500,VIT - Chennai,,Infosys,BEC,3.6LPA
2744,21BEC1505,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2745,21BEC1505,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2746,21BEC1507,VIT - Chennai,,Infosys,BEC,3.6LPA
2747,21BEC1507,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2748,21BEC1517,VIT - Chennai,,LTIMindtree,BEC,4LPA
2749,21BEC1517,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2750,21BEC1519,VIT - Chennai,,LTIMindtree,BEC,4LPA
2751,21BEC1519,VIT - Chennai,,Infosys,BEC,3.6LPA
2752,21BEC1519,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2753,21BEC1521,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2754,21BEC1523,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2755,21BEC1523,VIT - Chennai,,Infosys,BEC,3.6LPA
2756,21BEC1523,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2757,21BEC1529,VIT - Chennai,,LTIMindtree,BEC,4LPA
2758,21BEC1529,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2759,21BEC1531,VIT - Chennai,,LTIMindtree,BEC,4LPA
2760,21BEC1531,VIT - Chennai,,Infosys,BEC,3.6LPA
2761,21BEC1532,VIT - Chennai,,Infosys,BEC,3.6LPA
2762,21BEC1534,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2763,21BEC1536,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2764,21BEC1537,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2765,21BEC1542,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2766,21BEC1556,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2767,21BEC1557,VIT - Chennai,,Infosys,BEC,3.6LPA
2768,21BEC1563,VIT - Chennai,,Infosys,BEC,3.6LPA
2769,21BEC1573,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2770,21BEC1577,VIT - Chennai,,Infosys,BEC,3.6LPA
2771,21BEC1577,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2772,21BEC1586,VIT - Chennai,,Infosys,BEC,3.6LPA
2773,21BEC1586,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2774,21BEC1587,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2775,21BEC1589,VIT - Chennai,,Infosys,BEC,3.6LPA
2776,21BEC1589,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2777,21BEC1590,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2778,21BEC1591,VIT - Chennai,,Infosys,BEC,3.6LPA
2779,21BEC1595,VIT - Chennai,,Infosys,BEC,3.6LPA
2780,21BEC1596,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2781,21BEC1597,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2782,21BEC1597,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2783,21BEC1598,VIT - Chennai,,LTIMindtree,BEC,4LPA
2784,21BEC1598,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2785,21BEC1601,VIT - Chennai,,LTIMindtree,BEC,4LPA
2786,21BEC1612,VIT - Chennai,,Infosys,BEC,3.6LPA
2787,21BEC1617,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2788,21BEC1623,VIT - Chennai,,Infosys,BEC,3.6LPA
2789,21BEC1623,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2790,21BEC1624,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2791,21BEC1624,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2792,21BEC1627,VIT - Chennai,,Infosys,BEC,3.6LPA
2793,21BEC1627,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2794,21BEC1629,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2795,21BEC1629,VIT - Chennai,,Infosys,BEC,3.6LPA
2796,21BEC1639,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2797,21BEC1641,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2798,21BEC1643,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2799,21BEC1651,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2800,21BEC1651,VIT - Chennai,,LTIMindtree,BEC,4LPA
2801,21BEC1652,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2802,21BEC1654,VIT - Chennai,,Infosys,BEC,3.6LPA
2803,21bec1654,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2804,21BEC1655,VIT - Chennai,,Infosys,BEC,3.6LPA
2805,21BEC1662,VIT - Chennai,,Infosys,BEC,3.6LPA
2806,21BEC1667,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2807,21BEC1667,VIT - Chennai,,Infosys,BEC,3.6LPA
2808,21BEC1667,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2809,21BEC1672,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2810,21BEC1679,VIT - Chennai,,Infosys,BEC,3.6LPA
2811,21BEC1686,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2812,21BEC1688,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2813,21BEC1692,VIT - Chennai,,Infosys,BEC,3.6LPA
2814,21BEC1693,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2815,21BEC1694,VIT - Chennai,,Infosys,BEC,3.6LPA
2816,21BEC1697,VIT - Chennai,,Infosys,BEC,3.6LPA
2817,21bec1697,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2818,21BEC1698,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2819,21BEC1705,VIT - Chennai,,Infosys,BEC,3.6LPA
2820,21BEC1715,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2821,21BEC1715,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2822,21BEC1719,VIT - Chennai,,Infosys,BEC,3.6LPA
2823,21BEC1722,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2824,21BEC1723,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2825,21BEC1732,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2826,21BEC1736,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2827,21BEC1742,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2828,21BEC1745,VIT - Chennai,,LTIMindtree,BEC,4LPA
2829,21BEC1749,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2830,21BEC1754,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2831,21BEC1755,VIT - Chennai,,Infosys,BEC,3.6LPA
2832,21BEC1757,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2833,21BEC1758,VIT - Chennai,GenC Select,Cognizant,BEC,4LPA
2834,21BEC1760,VIT - Chennai,,Infosys,BEC,3.6LPA
2835,21BEC1760,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2836,21BEC1782,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2837,21BEC1783,VIT - Chennai,,Infosys,BEC,3.6LPA
2838,21BEC1783,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2839,21BEC1787,VIT - Chennai,,Infosys,BEC,3.6LPA
2840,21BEC1803,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2841,21BEC1804,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2842,21BEC1807,VIT - Chennai,,LTIMindtree,BEC,4LPA
2843,21BEC1807,VIT - Chennai,,Infosys,BEC,3.6LPA
2844,21BEC1808,VIT - Chennai,,Infosys,BEC,3.6LPA
2845,21BEC1808,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2846,21BEC1825,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2847,21BEC1846,VIT - Chennai,,Infosys,BEC,3.6LPA
2848,21BEC1846,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2849,21BEC1848,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2850,21BEC1849,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2851,21BEC1851,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2852,21BEC1852,VIT - Chennai,Ninja,TCS,BEC,3.3LPA
2853,21BEC1853,VIT - Chennai,,Infosys,BEC,3.6LPA
2854,21BEE1009,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2855,21BEE1011,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2856,21BEE1012,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2857,21BEE1016,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2858,21BEE1017,VIT - Chennai,,Infosys,BEE,3.6LPA
2859,21BEE1022,VIT - Chennai,GenC Select,Cognizant,BEE,4LPA
2860,21BEE1022,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2861,21BEE1025,VIT - Chennai,,Infosys,BEE,3.6LPA
2862,21BEE1027,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2863,21BEE1032,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2864,21BEE1039,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2865,21BEE1040,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2866,21BEE1043,VIT - Chennai,,Infosys,BEE,3.6LPA
2867,21BEE1043,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2868,21BEE1053,VIT - Chennai,GenC Select,Cognizant,BEE,4LPA
2869,21BEE1053,VIT - Chennai,,Infosys,BEE,3.6LPA
2870,21BEE1053,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2871,21BEE1067,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2872,21BEE1076,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2873,21BEE1099,VIT - Chennai,,Infosys,BEE,3.6LPA
2874,21BEE1099,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2875,21BEE1108,VIT - Chennai,,Infosys,BEE,3.6LPA
2876,21BEE1119,VIT - Chennai,GenC Select,Cognizant,BEE,4LPA
2877,21BEE1119,VIT - Chennai,,Infosys,BEE,3.6LPA
2878,21BEE1119,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2879,21BEE1120,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2880,21BEE1126,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2881,21BEE1134,VIT - Chennai,,LTIMindtree,BEE,4LPA
2882,21BEE1134,VIT - Chennai,,Infosys,BEE,3.6LPA
2883,21BEE1134,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2884,21BEE1134,VIT - Chennai,GenC Select,Cognizant,BEE,4LPA
2885,21BEE1136,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2886,21BEE1147,VIT - Chennai,,Infosys,BEE,3.6LPA
2887,21BEE1155,VIT - Chennai,GenC Select,Cognizant,BEE,4LPA
2888,21BEE1156,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2889,21BEE1161,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2890,21BEE1181,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2891,21BEE1189,VIT - Chennai,,Infosys,BEE,3.6LPA
2892,21BEE1194,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2893,21BEE1198,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2894,21BEE1220,VIT - Chennai,,Infosys,BEE,3.6LPA
2895,21BEE1225,VIT - Chennai,,LTIMindtree,BEE,4LPA
2896,21BEE1225,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2897,21BEE1227,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2898,21BEE1244,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2899,21BEE1250,VIT - Chennai,GenC Select,Cognizant,BEE,4LPA
2900,21BEE1250,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2901,21BEE1251,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2902,21BEE1262,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2903,21BEE1275,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2904,21BEE1282,VIT - Chennai,,Infosys,BEE,3.6LPA
2905,21BEE1282,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2906,21BEE1283,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2907,21BEE1286,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2908,21BEE1292,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2909,21BEE1301,VIT - Chennai,,Infosys,BEE,3.6LPA
2910,21BEE1301,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2911,21BEE1302,VIT - Chennai,,Infosys,BEE,3.6LPA
2912,21BEE1302,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2913,21BEE1303,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2914,21BEE1307,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2915,21BEE1325,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2916,21BEE1333,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2917,21BEE1335,VIT - Chennai,,Infosys,BEE,3.6LPA
2918,21BEE1335,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2919,21BEE1338,VIT - Chennai,Ninja,TCS,BEE,3.3LPA
2920,21BLC1008,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2921,21BLC1010,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2922,21blc1013,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2923,21BLC1015,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2924,21BLC1020,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2925,21BLC1020,VIT - Chennai,,LTIMindtree,BLC,4LPA
2926,21BLC1020,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2927,21BLC1023,VIT - Chennai,,Infosys,BLC,3.6LPA
2928,21BLC1023,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2929,21BLC1024,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2930,21BLC1032,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2931,21BLC1033,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2932,21BLC1036,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2933,21BLC1037,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2934,21BLC1040,VIT - Chennai,,Infosys,BLC,3.6LPA
2935,21BLC1040,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2936,21BLC1041,VIT - Chennai,,Infosys,BLC,3.6LPA
2937,21BLC1041,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2938,21BLC1047,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2939,21BLC1048,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2940,21BLC1050,VIT - Chennai,,Infosys,BLC,3.6LPA
2941,21BLC1050,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2942,21BLC1052,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2943,21BLC1052,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2944,21BLC1054,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2945,21BLC1064,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2946,21BLC1069,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2947,21BLC1070,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2948,21BLC1072,VIT - Chennai,,Infosys,BLC,3.6LPA
2949,21BLC1072,VIT - Chennai,,LTIMindtree,BLC,4LPA
2950,21BLC1073,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2951,21BLC1074,VIT - Chennai,,LTIMindtree,BLC,4LPA
2952,21BLC1074,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2953,21BLC1076,VIT - Chennai,,Infosys,BLC,3.6LPA
2954,21BLC1076,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2955,21BLC1077,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2956,21BLC1084,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2957,21BLC1090,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2958,21BLC1093,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2959,21BLC1102,VIT - Chennai,,Infosys,BLC,3.6LPA
2960,21BLC1106,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2961,21BLC1106,VIT - Chennai,,Infosys,BLC,3.6LPA
2962,21BLC1106,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2963,21BLC1115,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2964,21BLC1124,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2965,21BLC1157,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2966,21BLC1163,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2967,21BLC1164,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2968,21BLC1164,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2969,21BLC1167,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2970,21BLC1170,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2971,21BLC1173,VIT - Chennai,,Infosys,BLC,3.6LPA
2972,21BLC1173,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2973,21BLC1174,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2974,21BLC1175,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2975,21blc1178,VIT - Chennai,GenC Next Select,Cognizant,BLC,5.4LPA
2976,21BLC1179,VIT - Chennai,,Infosys,BLC,3.6LPA
2977,21BLC1181,VIT - Chennai,,Infosys,BLC,3.6LPA
2978,21BLC1184,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2979,21BLC1194,VIT - Chennai,GenC Select,Cognizant,BLC,4LPA
2980,21BLC1194,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2981,21BLC1199,VIT - Chennai,,Infosys,BLC,3.6LPA
2982,21BLC1199,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2983,21BLC1201,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2984,21BLC1204,VIT - Chennai,,Infosys,BLC,3.6LPA
2985,21BLC1206,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2986,21BLC1209,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2987,21BLC1216,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2988,21BLC1220,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2989,21BLC1221,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2990,21BLC1222,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2991,21BLC1228,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2992,21BLC1229,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2993,21BLC1232,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2994,21BLC1233,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2995,21BLC1244,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2996,21BLC1252,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2997,21BLC1257,VIT - Chennai,,Infosys,BLC,3.6LPA
2998,21BLC1257,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
2999,21BLC1260,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
3000,21BLC1269,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
3001,21BLC1273,VIT - Chennai,Ninja,TCS,BLC,3.3LPA
3002,21BLC1276,VIT - Chennai,,Infosys,BLC,3.6LPA
