CODE,TITLE,TYPE,VENUE,SLOT,FACULTY
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L1+L2","AKASH MOHANTY"
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L13+L14","RAHUL SINGH SIKARWAR"
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L55+L56","EDWIN SUDHAGAR P"
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L37+L38","SRIDHARAN K"
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L47+L48","SRIDHARAN K"
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L59+L60","MALLIKARJUNA REDDY  D"
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L31+L32","VASUDEVAN R"
"BMEE202P","Mechanics of Solids Lab","LO","GDNG10A","L45+L46","EDWIN SUDHAGAR P"
"BMEE203L","Engineering Thermodynamics","TH","GDN129","D1+TD1","PORPATHAM E"
"BMEE204L","Fluid Mechanics and Machines","TH","MB212","D2+TD2","MOHAN C.G"
"BMEE204L","Fluid Mechanics and Machines","TH","MB211","D1+TD1","SREEJA SADASIVAN"
"BMEE204L","Fluid Mechanics and Machines","TH","MB212","D1+TD1","ASHOK K"
"BMEE204L","Fluid Mechanics and Machines","TH","MB213","D2+TD2","PRAKASH R"
"BMEE204L","Fluid Mechanics and Machines","TH","MB219","D2+TD2","GAURAV GUPTA"
"BMEE204L","Fluid Mechanics and Machines","TH","MB218","D2+TD2","JAYAPRAKASH NARAYAN M"
"BMEE204L","Fluid Mechanics and Machines","TH","MB213","D1+TD1","ARUNA KUMAR BEHURA"
"BMEE204L","Fluid Mechanics and Machines","TH","MB218","D1+TD1","ANUJ KUMAR"
"BMEE204L","Fluid Mechanics and Machines","TH","MB211","D2+TD2","DEEPAKKUMAR R"
"BMEE204L","Fluid Mechanics and Machines","TH","MB214","D1+TD1","GUNDABATTINI EDISON"
"BMEE204L","Fluid Mechanics and Machines","TH","MB214","D2+TD2","RAJESH KANNA"
"BMEE204L","Fluid Mechanics and Machines","TH","MB225","D1+TD1","MOHAMED IBRAHIM  M"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L3+L4","DEEPAKKUMAR R"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L21+L22","PRAKASH R"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L7+L8","PRAKASH R"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L5+L6","DEEPAKKUMAR R"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L9+L10","MOHAN C.G"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L15+L16","GAURAV GUPTA"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L19+L20","JAYAPRAKASH NARAYAN M"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L29+L30","JAYAPRAKASH NARAYAN M"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L13+L14","MOHAN C.G"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L11+L12","GAURAV GUPTA"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L33+L34","SREEJA SADASIVAN"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L39+L40","SREEJA SADASIVAN"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L31+L32","GUNDABATTINI EDISON"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L43+L44","GUNDABATTINI EDISON"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L47+L48","ANUJ KUMAR"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L49+L50","ANUJ KUMAR"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L45+L46","ASHOK K"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L51+L52","ASHOK K"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L35+L36","ARUNA KUMAR BEHURA"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L37+L38","ARUNA KUMAR BEHURA"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L53+L54","MOHAMED IBRAHIM  M"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L23+L24","RAJESH KANNA"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L27+L28","RAJESH KANNA"
"BMEE204P","Fluid Mechanics and Machines Lab","LO","GDN131","L55+L56","MOHAMED IBRAHIM  M"
"BMEE206P","Machine Drawing Lab","LO","MB112","L21+L22+L29+L30","OYYARAVELU R"
"BMEE206P","Machine Drawing Lab","LO","MB112","L35+L36+L37+L38","JEEVA P.A"
"BMEE206P","Machine Drawing Lab","LO","MB112","L33+L34+L39+L40","GOKUL KUMAR K"
"BMEE206P","Machine Drawing Lab","LO","MB112","L45+L46+L51+L52","SRIDHARAN K"
"BMEE206P","Machine Drawing Lab","LO","MB112","L47+L48+L49+L50","NARENDIRANATH BABU T"
"BMEE206P","Machine Drawing Lab","LO","MB112","L53+L54+L55+L56","DEEPAK KUMAR BISWAL"
"BMEE206P","Machine Drawing Lab","LO","MB112","L3+L4+L9+L10","BIKASH ROUTH"
"BMEE206P","Machine Drawing Lab","LO","MB112","L15+L16+L27+L28","ANANDAVEL K"
"BMEE206P","Machine Drawing Lab","LO","MB112","L5+L6+L7+L8","JEEVA P.A"
"BMEE206P","Machine Drawing Lab","LO","MB112","L11+L12+L13+L14","MOHANKUMAR K V"
"BMEE206P","Machine Drawing Lab","LO","MB112","L23+L24+L25+L26","JOEL J"
"BMEE206P","Machine Drawing Lab","LO","MB112","L41+L42+L43+L44","SHARAN CHANDRAN M"
"BMEE207L","Kinematics and Dynamics of Machines","TH","GDN120","A2+TA2","MANIKANDAN M"
"BMEE207P","Kinematics and Dynamics of Machines Lab","LO","ALM 407A","L5+L6","MANIKANDAN M"
"BMEE207P","Kinematics and Dynamics of Machines Lab","LO","ALM 407A","L15+L16","MANIKANDAN M"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB224","C1+TC1","KANISH  TC"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB225","C1+TC1","RAGHURAMAN D R S"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB226","C1+TC1","SENTHIL KUMAR S"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB227","C1+TC1","GIRIRAJ M"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB229","C1+TC1","BOOPATHI M"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB224","C2+TC2","KALAIARASSAN G"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB227","C2+TC2","CHINMAYA SAHU"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB225","C2+TC2","BHARANIDARAN R"
"BMEE210L","Mechatronics and Measurement Systems","TH","MB226","C2+TC2","SATHISH G P"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L33+L34","KANISH  TC"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L37+L38","KANISH  TC"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L39+L40","RAGHURAMAN D R S"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L45+L46","SENTHIL KUMAR S"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L43+L44","RAGHURAMAN D R S"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L3+L4","KALAIARASSAN G"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L49+L50","SENTHIL KUMAR S"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L51+L52","GIRIRAJ M"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L55+L56","GIRIRAJ M"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L5+L6","BHARANIDARAN R"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L31+L32","BOOPATHI M"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L9+L10","BHARANIDARAN R"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L57+L58","BOOPATHI M"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L29+L30","SATHISH G P"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L21+L22","SATHISH G P"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L15+L16","CHINMAYA SAHU"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L23+L24","CHINMAYA SAHU"
"BMEE210P","Mechatronics and Measurement Systems Lab","LO","ALM 501B","L7+L8","KALAIARASSAN G"
"BMEE301L","Design of Machine Elements","TH","MB226","A2+TA2+TAA2","MANOHARAN R"
"BMEE301L","Design of Machine Elements","TH","MB224","A1+TA1+TAA1","GOKUL KUMAR K"
"BMEE301L","Design of Machine Elements","TH","MB225","A1+TA1+TAA1","MANOHARAN R"
"BMEE301L","Design of Machine Elements","TH","MB226","A1+TA1+TAA1","BHARANIDARAN R"
"BMEE301L","Design of Machine Elements","TH","MB227","A1+TA1+TAA1","NARENDIRANATH BABU T"
"BMEE301L","Design of Machine Elements","TH","MB229","A1+TA1+TAA1","NIRANJANA BEHERA"
"BMEE301L","Design of Machine Elements","TH","MB224","A2+TA2+TAA2","VENKATESAN K"
"BMEE301L","Design of Machine Elements","TH","MB225","A2+TA2+TAA2","BENEDICT THOMAS"
"BMEE301L","Design of Machine Elements","TH","MB227","A2+TA2+TAA2","NAVEEN J"
"BMEE302L","Metal Casting and Welding","TH","GDN122","B1+TB1","ARIVAZHAGAN N"
"BMEE302L","Metal Casting and Welding","TH","GDN107","B2+TB2","SENTHIL KUMARAN S"
"BMEE302L","Metal Casting and Welding","TH","GDN129","B1+TB1","ANOJ GIRI"
"BMEE302L","Metal Casting and Welding","TH","GDNG07","B1+TB1","SENTHIL KUMARAN S"
"BMEE302L","Metal Casting and Welding","TH","GDN128","B2+TB2","SK ARIFUL RAHAMAN"
"BMEE302L","Metal Casting and Welding","TH","MB229","B1+TB1","RIJESH M"
"BMEE302L","Metal Casting and Welding","TH","GDN107","B1+TB1","SRINIVASAN NARAYANAN"
"BMEE302L","Metal Casting and Welding","TH","MB229","B2+TB2","CHINMAYA PRASAD MOHANTY"
"BMEE303L","Thermal Engineering Systems","TH","GDN123","D2+TD2","GOVINDHA RASU N"
"BMEE303P","Thermal Engineering Systems Lab","LO","GDNG11","L9+L10","GOVINDHA RASU N"
"BMEE303P","Thermal Engineering Systems Lab","LO","GDNG11","L21+L22","GOVINDHA RASU N"
"BMEE304L","Metal Forming and Machining","TH","MB224","B1+TB1","VENKATESHWARLU B"
"BMEE304L","Metal Forming and Machining","TH","MB226","B1+TB1","DEVASRI FULORIA"
"BMEE304L","Metal Forming and Machining","TH","MB227","B2+TB2","RIJESH M"
"BMEE304L","Metal Forming and Machining","TH","MB224","B2+TB2","JAMBESWAR SAHU"
"BMEE304L","Metal Forming and Machining","TH","MB225","B2+TB2","BABU S"
"BMEE304L","Metal Forming and Machining","TH","MB225","B1+TB1","VIVEK KUMAR BARNWAL"
"BMEE304L","Metal Forming and Machining","TH","MB227","B1+TB1","KISHORE KUMAR MAHATO"
"BMEE304L","Metal Forming and Machining","TH","MB212","B2+TB2","VIVEK KUMAR BARNWAL"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L21+L22","VIVEK KUMAR BARNWAL"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L29+L30","VIVEK KUMAR BARNWAL"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L43+L44","VIVEK KUMAR BARNWAL"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L27+L28","RIJESH M"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L33+L34","VENKATESHWARLU B"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L37+L38","VENKATESHWARLU B"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L45+L46","DEVASRI FULORIA"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L49+L50","DEVASRI FULORIA"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L51+L52","KISHORE KUMAR MAHATO"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L55+L56","KISHORE KUMAR MAHATO"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L3+L4","JAMBESWAR SAHU"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L9+L10","BABU S"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L23+L24","RIJESH M"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L39+L40","VIVEK KUMAR BARNWAL"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L11+L12","JAMBESWAR SAHU"
"BMEE304P","Metal Forming and Machining Lab","LO","GDNG08","L5+L6","BABU S"
"BMEE306L","Computer Aided Design and Finite Element Analysis","TH","GDN128","A2+TA2","NIRANJANA BEHERA"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN107","A1+TA1","SRIDHAR V G"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN120","A1+TA1","OYYARAVELU R"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN122","A1+TA1","RAJA K"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN123","A1+TA1","MURALIDHARAN B"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN122","A2+TA2","DEVENDIRAN S"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN107","A2+TA2","DEEPA A"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN123","A2+TA2","SUYA PREM ANAND P"
"BMEE401L","Computer Integrated Manufacturing","TH","GDN128","A1+TA1","VENKATESAN S"
"BMEE401L","Computer Integrated Manufacturing","TH","CDMM105","A2+TA2","VENKATESAN S"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L21+L22","VENKATESAN S"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L33+L34","SRIDHAR V G"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L39+L40","OYYARAVELU R"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L45+L46","RAJA K"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L51+L52","MURALIDHARAN B"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L55+L56","VENKATESAN S"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L3+L4","DEEPA A"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L9+L10","DEVENDIRAN S"
"BMEE401P","Computer Integrated Manufacturing Lab","LO","GDN130","L13+L14","SUYA PREM ANAND P"
"BMEE402L","Heat and Mass Transfer","TH","MB224","D2+TD2","LALIT KUMAR BANSAL"
"BMEE402L","Heat and Mass Transfer","TH","MB227","D1+TD1","TAPANO KUMAR HOTTA"
"BMEE402L","Heat and Mass Transfer","TH","MB227","D2+TD2","SENTHUR PRABU S"
"BMEE402L","Heat and Mass Transfer","TH","MB226","D1+TD1","KAMATCHI R"
"BMEE402L","Heat and Mass Transfer","TH","MB229","D1+TD1","NATARAJAN M"
"BMEE402L","Heat and Mass Transfer","TH","MB229","D2+TD2","ASHISH ALEX SAM"
"BMEE402L","Heat and Mass Transfer","TH","MB226","D2+TD2","ARJUN SINGH K"
"BMEE402L","Heat and Mass Transfer","TH","GDN128","D1+TD1","NATARAJ G"
"BMEE402L","Heat and Mass Transfer","TH","GDN128","D2+TD2","BALAJI K"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L33+L34","KAMATCHI R"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L37+L38","KAMATCHI R"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L45+L46","TAPANO KUMAR HOTTA"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L55+L56","TAPANO KUMAR HOTTA"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L3+L4","LALIT KUMAR BANSAL"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L9+L10","LALIT KUMAR BANSAL"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L27+L28","SENTHUR PRABU S"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L31+L32","NATARAJAN M"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L39+L40","NATARAJAN M"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L13+L14","SENTHUR PRABU S"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L25+L26","ASHISH ALEX SAM"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L29+L30","ARJUN SINGH K"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L7+L8","ARJUN SINGH K"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L11+L12","ASHISH ALEX SAM"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L21+L22","BALAJI K"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L49+L50","NATARAJ G"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L51+L52","NATARAJ G"
"BMEE402P","Heat and Mass Transfer Lab","LO","CDMM306","L15+L16","BALAJI K"
"BMEE205E","Renewable Energy Systems","ELA","GDN135","L39+L40","SAKTHIVADIVEL D"
"BMEE205E","Renewable Energy Systems","ELA","GDN135","L45+L46","SAKTHIVADIVEL D"
"BMEE205E","Renewable Energy Systems","ETH","GDN107","G1","SAKTHIVADIVEL D"
"BMEE208L","Industrial Engineering","TH","GDN123","F1+TF1","ARAVIND RAJ S"
"BMEE212L","Quality Control and Improvement","TH","GDN122","G2+TG2","SRINIVASA GUPTA N"
"BMEE305L","Manufacturing Planning and Control","TH","GDN122","B2+TB2","SRINIVASAN NARAYANAN"
"BMEE307L","Product Design and Development","TH","MB229","A2+TA2","ANANDAVEL K"
"BMEE309L","Lean Manufacturing","TH","GDN120","D2+TD2","SUNDARAMALI G"
"BMEE310L","Supply Chain Management","TH","GDN129","G1+TG1","JAYAKRISHNA K"
"BMEE313E","Non-destructive Testing","ELA","SS102B","L33+L34","ARULVEL S"
"BMEE313E","Non-destructive Testing","ELA","SS102B","L37+L38","ARULVEL S"
"BMEE313E","Non-destructive Testing","ETH","GDN123","D1+TD1","ARULVEL S"
"BMEE316E","Industrial Robotics","ELA","GDN152","L15+L16","KALAIARASSAN G"
"BMEE316E","Industrial Robotics","ELA","GDN152","L23+L24","KALAIARASSAN G"
"BMEE316E","Industrial Robotics","ETH","MB225","D2+TD2","KALAIARASSAN G"
"BMEE319E","Advanced Materials Characterization Methods","ETH","MB225","E2+TE2","AHANKARI SANDEEP SURESHRAO"
"BMEE319E","Advanced Materials Characterization Methods","ELA","GDNG14","L5+L6","AHANKARI SANDEEP SURESHRAO"
"BMEE319E","Advanced Materials Characterization Methods","ELA","GDNG14","L9+L10","AHANKARI SANDEEP SURESHRAO"
"BMEE320L","Refrigeration and Air-conditioning","TH","MB218","F1+TF1","SENTHIL KUMAR A"
"BMEE321L","Composite Materials","TH","MB227","E1+TE1","PADMANABHAN K"
"BMEE323L","Gas Dynamics","TH","GDN128","B1+TB1","THUNDIL KARUPPA RAJ R"
"BMEE324E","Turbomachines","ELA","GDN108B","L3+L4","PREMKARTIKKUMAR S R"
"BMEE324E","Turbomachines","ELA","GDN108B","L9+L10","PREMKARTIKKUMAR S R"
"BMEE324E","Turbomachines","ETH","GDN129","D2","PREMKARTIKKUMAR S R"
"BMEE325L","Internal Combustion Engines","TH","GDN120","D1+TD1","NANTHA GOPAL K"
"BMEE326L","Power Plant Engineering","TH","MB229","E2+TE2","ASOKAN M.A"
"BMEE403L","Design of Jigs, Fixtures and Press Tools","TH","GDN120","F1+TF1","PANDIVELAN C"
"BMEE404L","Design of Transmission Systems","TH","MB219","D1+TD1","BENEDICT THOMAS"
"BMEE405L","Industrial Automation","TH","MB226","E2+TE2","SENTHIL KUMAR S"
"BMEE406E","Advanced Manufacturing Processes","ELA","GDNG16","L31+L32","PANDIVELAN C"
"BMEE406E","Advanced Manufacturing Processes","ELA","GDNG16","L57+L58","PANDIVELAN C"
"BMEE406E","Advanced Manufacturing Processes","ETH","GDN122","D1+TD1","PANDIVELAN C"
"BMEE408E","Additive Manufacturing","ETH","GDN123","F2+TF2","SUYA PREM ANAND P"
"BMEE408E","Additive Manufacturing","ELA","GDNG02","L5+L6","SUYA PREM ANAND P"
"BMEE408E","Additive Manufacturing","ELA","GDNG02","L11+L12","SUYA PREM ANAND P"
"BMEE409E","Computational Fluid Dynamics","ELA","MB108","L33+L34","PADMANATHAN P"
"BMEE409E","Computational Fluid Dynamics","ELA","MB108","L39+L40","PADMANATHAN P"
"BMEE409E","Computational Fluid Dynamics","ETH","MB214","E1","PADMANATHAN P"
"BMEE410L","Industrial Revolution 4.0","TH","SJT823","A2+TA2","ANTHONY XAVIOR M"
"BMEE411L","Society 5.0","TH","GDN123","B2+TB2","JOSE S"
"BMEE413L","Design of Chassis Components","TH","GDN120","B2+TB2","BIBHUTI BHUSAN SAHOO"
"BMEE414L","Vehicle Body and Aerodynamics Engineering","TH","GDN120","F2+TF2","YAGNA S MUKKAMALA"
"BMEE415L","Electrical Machines, Drives and Power Systems","TH","MB229","E1+TE1","KRISHNA S"
"BMEE416L","Autonomous Vehicle Systems","TH","MB227","E2+TE2","BASKAR P"
"BMEE497J","Project - I","PJT","NIL","NIL","ACADEMICS"
"BHUM111L","Happiness and Well-being","TH","SJT607","A2+TA2","POONAM SHARMA"
"BHUM201L","Mass Communication","TH","SJT617","B2+TB2","RASHMI M"
"BHUM201L","Mass Communication","TH","GDN122","G1+TG1","PRABAKAR S"
"BHUM202L","Rural Development","TH","PRP238","B1+TB1","RASHMI M"
"BHUM203L","Introduction to Psychology","TH","SMV214","F1+TF1","BHUVANESWARI M"
"BHUM203L","Introduction to Psychology","TH","PRP519","G1+TG1","MOHD OWAIS KHAN"
"BHUM203L","Introduction to Psychology","TH","PRP330","B1+TB1","POONAM SHARMA"
"BHUM203L","Introduction to Psychology","TH","PRP604","D2+TD2","TANU KUKREJA"
"BHUM203L","Introduction to Psychology","TH","TT413","F2+TF2","NAVIN KUMAR"
"BHUM203L","Introduction to Psychology","TH","SJT607","E1+TE1","TANU KUKREJA"
"BHUM203L","Introduction to Psychology","TH","SJT617","D2+TD2","POONAM SHARMA"
"BHUM203L","Introduction to Psychology","TH","TT201","D2+TD2","TONY P JOSE"
"BHUM203L","Introduction to Psychology","TH","SMV218","D2+TD2","MOHD OWAIS KHAN"
"BHUM203L","Introduction to Psychology","TH","TT201","E2+TE2","BHUVANESWARI M"
"BHUM203L","Introduction to Psychology","TH","SJT710","F1+TF1","TONY P JOSE"
"BHUM204L","Industrial Psychology","TH","SJT626","A2+TA2","TANU KUKREJA"
"BHUM206L","International Economics","TH","GDN123","G1+TG1","SUMEETHA M"
"BHUM209L","Game Theory","TH","PRP250","B1+TB1","AQUIB PARVEZ"
"BHUM214L","Political Science","TH","MB225","F1+TF1","MULUGU S NEELOTPAL"
"BHUM215L","International Relations","TH","TT404","F1+TF1","BANGALORE MORARJI"
"BHUM216L","Indian Culture and Heritage","TH","SMV220","F2+TF2","BANGALORE MORARJI"
"BHUM217L","Contemporary India","TH","PRP329","F1+TF1","RIZWAN AHMAD"
"BHUM218L","Financial Management","TH","TT313","F1+TF1","NIRAKAR BARIK"
"BHUM218L","Financial Management","TH","SJT424","F2+TF2","SRIRAM G"
"BHUM225L","Personal Finance","TH","GDNG07","D2+TD2","ADIL AHMAD SHAH"
"BHUM225L","Personal Finance","TH","PRP622","D1+TD1","SRIRAM G"
"BHUM226L","Corporate Finance","TH","TT305","D2+TD2","FAISAL USMANI"
"BMEE355E","Cloud Computing","ETH","MB224","TG1","SOUMEN PAL"
"BMEE355E","Cloud Computing","ETH","MB226","TG1","RAJAMURUGAN G"
"BMEE355E","Cloud Computing","ETH","MB227","TG2","DEVENDRA KUMAR PATEL"
"BMEE355E","Cloud Computing","ETH","MB225","TG2","RENOLD ELSEN S"
"BMEE355E","Cloud Computing","ETH","GDN120","TG2","RAVITEJA BUDDALA"
"BMEE355E","Cloud Computing","ELA","MB111","L51+L52+L55+L56","BIKASH ROUTH"
"BMEE355E","Cloud Computing","ELA","MB111","L33+L34+L37+L38","SOUMEN PAL"
"BMEE355E","Cloud Computing","ETH","MB229","TG1","BIKASH ROUTH"
"BMEE355E","Cloud Computing","ELA","MB111","L39+L40+L43+L44","SREETHUL DAS"
"BMEE355E","Cloud Computing","ETH","MB225","TG1","SREETHUL DAS"
"BMEE355E","Cloud Computing","ELA","MB111","L5+L6+L9+L10","DEVENDRA KUMAR PATEL"
"BMEE355E","Cloud Computing","ELA","MB111","L19+L20+L29+L30","BIBHUTI BHUSAN SAHOO"
"BMEE355E","Cloud Computing","ETH","MB226","TG2","BIBHUTI BHUSAN SAHOO"
"BMEE355E","Cloud Computing","ELA","MB111","L31+L32+L57+L58","RENOLD ELSEN S"
"BMEE355E","Cloud Computing","ETH","MB227","TG1","RENOLD ELSEN S"
"BMEE355E","Cloud Computing","ELA","MB111","L23+L24+L27+L28","RENOLD ELSEN S"
"BMEE355E","Cloud Computing","ELA","MB111","L3+L4+L11+L12","RAVITEJA BUDDALA"
"BMEE355E","Cloud Computing","ELA","MB111","L45+L46+L49+L50","RAJAMURUGAN G"
"BMGT109L","Introduction to Intellectual Property","TH","TT305","F1+TF1","USHA S"
"BSTS301P","Advanced Competitive Coding - I","SS","SMV217","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","CDMM103","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SMV217","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","CDMM103","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SJT224","F1+TF1","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SJT223","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SJT222","F2+TF2","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SMV101","F1+TF1","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SJT222","F1+TF1","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SJT223","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SMV101","F2+TF2","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","SJT224","F2+TF2","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT104","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT104","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT201","F1+TF1","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT524","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT524","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT504","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT504","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT523","F1+TF1","FACE (APT)"
